1	0	-33289.3174939527	0
1	1	-3167.93859097453	5503.22250703755
2	0	217.872436384125	0
2	1	2476.70588488388	629.111411848473
2	2	-672.192419966265	999.981916590018
3	0	955.465205971445	0
3	1	-832.466617815992	-733.534262009737
3	2	1238.61313996717	262.518211528895
3	3	-68.0618091283828	972.469295660018
4	0	549.667033721001	0
4	1	587.800212633363	-18.3579955576868
4	2	258.543480852333	-493.359035014734
4	3	-20.0713907565549	-253.274323138689
4	4	-141.525107425596	-210.556631403358
5	0	-30.2720101122874	0
5	1	372.282204077378	-227.807719951653
5	2	471.523289754837	-23.4253018903913
5	3	-57.5751206106840	-21.5110964965755
5	4	-60.5463410379178	-74.8543069418582
5	5	76.6159633116144	2.64495309510194
6	0	70.9602080574984	0
6	1	44.1967343286925	37.0617810192797
6	2	-38.8312883062688	70.7087506568343
6	3	-153.910450188138	-43.8497442335570
6	4	-11.1279861548065	17.6095937274235
6	5	1.85308661906166	63.9004797838170
6	6	-1.42384618493344	33.9079158017312
7	0	56.2224977939742	0
7	1	-12.0149713251401	-7.78693442109726
7	2	-32.8993377745183	17.1937938954377
7	3	7.72457076764803	68.2825258722923
7	4	-55.5401983933982	-18.9676781419065
7	5	11.7378158590982	-19.0240116470160
7	6	-4.23834925148789	10.6950810606665
7	7	32.1687525360867	1.10276629577825
8	0	16.8581347697251	0
8	1	-4.34176901419760	-2.14212240963664
8	2	5.98995129648070	-14.8035773983959
8	3	-15.5357075301508	17.3012644713765
8	4	-2.21259294068766	3.71975636480158
8	5	-1.58435049240800	16.2957023613793
8	6	-5.83577826441557	-3.34163904858327
8	7	10.2692554391117	2.19410213461433
8	8	-7.22715910710880	-9.13174882733301
9	0	-4.02577443374706	0
9	1	4.94166585709328	-4.13025221725566
9	2	-2.30020333821379	-4.23274416204896
9	3	5.14308900099938	10.0459469219414
9	4	-6.73076901895738	-2.66468090289543
9	5	-0.937198341987710	11.5300808578530
9	6	7.04659765641356	6.39387632347356
9	7	3.70011645043254	-9.26709804067161
9	8	-1.38644807787085	-4.18756198934170
9	9	-6.47538202979638	8.65588391441973
10	0	-1.74809677582967	0
10	1	-0.600525510114439	-0.0350024601651547
10	2	-1.11453405353041	-1.11387934538218
10	3	-3.04157552203863	-0.745253448203184
10	4	1.90834448547084	-0.164542039594736
10	5	-2.08019174895262	2.75092899998421
10	6	1.20874258591186	2.31178973792332
10	7	4.32344378480669	1.40401394169577
10	8	0.695037210749128	-2.15864389857442
10	9	1.68465082844250	-0.0991931195324964
10	10	1.50667185343955	1.12508338498429
